year,women_age,men_age,family_type,area,girls_job,boys_job,marry_condition,women_status,mohor
2017.0,18.0,28.0,rich class,Kurigram ,entrepreneur,entrepreneur,forced Marriage,single,414000.0
2013.0,19.0,28.0,rich class,lalmonirhat ,service holder,service holder,arrange Marriage,single,369000.0
2015.0,23.0,32.0,lower Middle class,Panchagarh ,service holder,service holder,arrange Marriage,single,159100.0
2013.0,21.0,31.0,rich class,Kurigram ,service holder,service holder,arrange Marriage,single,409500.0
2013.0,25.0,42.0,higher class,Kurigram ,entrepreneur,service holder,Irrelevant Marriage,widow,231000.0
2015.0,20.0,33.0,rich class,rangpur ,entrepreneur,service holder,Irrelevant Marriage,single,373500.0
2015.0,21.0,30.0,higher Middle class,Nilphamari ,businessman,service holder,forced Marriage,single,264600.0
2016.0,21.0,41.0,rich class,Thakurgaon ,businessman,service holder,Irrelevant Marriage,single,427500.0
2016.0,18.0,28.0,lower Middle class,Panchagarh ,service holder,businessman,arrange Marriage,single,159100.0
2017.0,23.0,30.0,rich class,dinajpur ,businessman,service holder,forced Marriage,single,427500.0
2017.0,19.0,31.0,lower class,lalmonirhat ,entrepreneur,businessman,arrange Marriage,single,69600.0
2016.0,19.0,36.0,rich class,lalmonirhat ,businessman,service holder,Irrelevant Marriage,single,391500.0
2017.0,17.0,32.0,higher class,lalmonirhat ,businessman,entrepreneur,Irrelevant Marriage,single,273000.0
2017.0,24.0,32.0,lower class,Panchagarh ,service holder,entrepreneur,arrange Marriage,single,69600.0
2015.0,21.0,27.0,Proverty level,Thakurgaon ,service holder,entrepreneur,arrange Marriage,single,46000.0
2014.0,20.0,37.0,rich class,lalmonirhat ,service holder,businessman,Irrelevant Marriage,single,400500.0
2015.0,16.0,30.0,higher class,Panchagarh ,service holder,entrepreneur,Irrelevant Marriage,single,231000.0
2014.0,22.0,41.0,higher Middle class,rangpur ,entrepreneur,entrepreneur,Irrelevant Marriage,single,277200.0
2015.0,17.0,27.0,rich class,dinajpur ,businessman,businessman,forced Marriage,single,369000.0
2016.0,19.0,32.0,lower Middle class,Nilphamari ,entrepreneur,service holder,Irrelevant Marriage,single,155400.0
2014.0,23.0,39.0,higher Middle class,Panchagarh ,businessman,service holder,Irrelevant Marriage,single,222600.0
2013.0,21.0,31.0,rich class,rangpur ,entrepreneur,service holder,arrange Marriage,single,445500.0
2013.0,19.0,31.0,higher class,gaibandha ,entrepreneur,businessman,forced Marriage,single,239400.0
2015.0,19.0,36.0,rich class,rangpur ,service holder,businessman,Irrelevant Marriage,single,387000.0
2016.0,18.0,31.0,higher Middle class,gaibandha ,businessman,entrepreneur,Irrelevant Marriage,single,268800.0
2013.0,22.0,27.0,higher Middle class,lalmonirhat ,entrepreneur,entrepreneur,arrange Marriage,single,252000.0
2014.0,21.0,31.0,rich class,Kurigram ,service holder,entrepreneur,forced Marriage,single,441000.0
2017.0,22.0,25.0,rich class,Thakurgaon ,service holder,businessman,love Marriage,single,396000.0
2017.0,18.0,42.0,rich class,dinajpur ,entrepreneur,service holder,Irrelevant Marriage,single,414000.0
2013.0,19.0,29.0,rich class,gaibandha ,businessman,service holder,forced Marriage,single,360000.0
2016.0,16.0,26.0,rich class,Panchagarh ,businessman,businessman,forced Marriage,single,369000.0
2016.0,24.0,35.0,higher Middle class,Kurigram ,entrepreneur,businessman,arrange Marriage,single,260400.0
2015.0,22.0,25.0,higher class,dinajpur ,entrepreneur,service holder,love Marriage,single,256200.0
2017.0,20.0,42.0,higher Middle class,Nilphamari ,entrepreneur,businessman,Irrelevant Marriage,single,235200.0
2014.0,20.0,31.0,rich class,Thakurgaon ,businessman,businessman,forced Marriage,single,405000.0
2016.0,17.0,31.0,lower Middle class,dinajpur ,service holder,entrepreneur,Irrelevant Marriage,single,133200.0
2015.0,19.0,38.0,rich class,Nilphamari ,service holder,service holder,Irrelevant Marriage,single,427500.0
2017.0,16.0,26.0,higher class,dinajpur ,service holder,entrepreneur,arrange Marriage,single,222600.0
2015.0,18.0,27.0,higher class,Kurigram ,service holder,businessman,arrange Marriage,single,277200.0
2015.0,16.0,30.0,higher Middle class,gaibandha ,service holder,entrepreneur,Irrelevant Marriage,single,222600.0
2015.0,25.0,36.0,higher Middle class,Kurigram ,service holder,entrepreneur,forced Marriage,divorced,277200.0
2013.0,23.0,32.0,higher class,Nilphamari ,service holder,entrepreneur,arrange Marriage,single,273000.0
2017.0,20.0,30.0,rich class,Panchagarh ,businessman,businessman,forced Marriage,single,418500.0
2015.0,17.0,27.0,rich class,Kurigram ,entrepreneur,service holder,forced Marriage,single,436500.0
2014.0,17.0,28.0,higher class,Nilphamari ,service holder,service holder,arrange Marriage,single,264600.0
2017.0,16.0,26.0,higher class,Thakurgaon ,businessman,businessman,arrange Marriage,single,256200.0
2016.0,21.0,25.0,rich class,Thakurgaon ,service holder,service holder,forced Marriage,single,418500.0
2015.0,19.0,33.0,lower Middle class,Panchagarh ,businessman,businessman,Irrelevant Marriage,single,136900.0
2016.0,24.0,37.0,higher Middle class,Thakurgaon ,entrepreneur,service holder,Irrelevant Marriage,single,231000.0
2015.0,23.0,32.0,Proverty level,Nilphamari ,entrepreneur,entrepreneur,forced Marriage,single,46000.0
2017.0,16.0,31.0,rich class,rangpur ,businessman,businessman,Irrelevant Marriage,single,432000.0
2015.0,21.0,38.0,higher class,gaibandha ,service holder,businessman,Irrelevant Marriage,single,247800.0
2013.0,20.0,38.0,rich class,gaibandha ,businessman,service holder,Irrelevant Marriage,single,436500.0
2014.0,20.0,40.0,rich class,rangpur ,service holder,service holder,Irrelevant Marriage,single,441000.0
2016.0,23.0,30.0,higher class,rangpur ,entrepreneur,businessman,forced Marriage,single,222600.0
2017.0,25.0,33.0,Proverty level,rangpur ,service holder,service holder,arrange Marriage,divorced,40000.0
2016.0,23.0,31.0,Proverty level,Panchagarh ,businessman,businessman,arrange Marriage,single,40000.0
2014.0,16.0,31.0,rich class,Panchagarh ,businessman,service holder,Irrelevant Marriage,single,400500.0
2013.0,19.0,32.0,lower Middle class,Nilphamari ,businessman,businessman,Irrelevant Marriage,single,144300.0
2017.0,22.0,36.0,rich class,Panchagarh ,service holder,businessman,Irrelevant Marriage,single,400500.0
2017.0,23.0,27.0,rich class,Thakurgaon ,service holder,businessman,arrange Marriage,single,418500.0
2017.0,18.0,39.0,rich class,gaibandha ,service holder,businessman,Irrelevant Marriage,single,441000.0
2016.0,23.0,25.0,Proverty level,gaibandha ,service holder,businessman,love Marriage,single,44000.0
2013.0,18.0,28.0,lower class,Kurigram ,entrepreneur,businessman,forced Marriage,single,67200.0
2015.0,21.0,32.0,rich class,Panchagarh ,entrepreneur,businessman,arrange Marriage,single,373500.0
2016.0,19.0,27.0,higher Middle class,dinajpur ,service holder,entrepreneur,forced Marriage,single,218400.0
2015.0,18.0,32.0,higher class,lalmonirhat ,service holder,businessman,Irrelevant Marriage,single,214200.0
2015.0,18.0,28.0,rich class,lalmonirhat ,businessman,entrepreneur,forced Marriage,single,445500.0
2014.0,23.0,27.0,higher class,Panchagarh ,businessman,entrepreneur,arrange Marriage,single,218400.0
2015.0,16.0,30.0,higher class,Nilphamari ,entrepreneur,businessman,Irrelevant Marriage,single,252000.0
2015.0,24.0,41.0,rich class,Kurigram ,entrepreneur,service holder,Irrelevant Marriage,single,382500.0
2013.0,18.0,26.0,higher class,dinajpur ,businessman,service holder,arrange Marriage,single,235200.0
2017.0,21.0,30.0,higher Middle class,Thakurgaon ,businessman,businessman,arrange Marriage,single,281400.0
2016.0,17.0,25.0,lower Middle class,Thakurgaon ,businessman,businessman,arrange Marriage,single,155400.0
2014.0,21.0,25.0,rich class,lalmonirhat ,businessman,entrepreneur,arrange Marriage,single,387000.0
2015.0,20.0,26.0,higher Middle class,Kurigram ,businessman,service holder,arrange Marriage,single,289800.0
2016.0,19.0,39.0,lower Middle class,Nilphamari ,entrepreneur,businessman,Irrelevant Marriage,single,136900.0
2015.0,20.0,42.0,higher class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,252000.0
2013.0,18.0,27.0,higher Middle class,lalmonirhat ,entrepreneur,businessman,forced Marriage,single,273000.0
2013.0,18.0,26.0,lower class,dinajpur ,service holder,businessman,forced Marriage,single,60000.0
2017.0,22.0,25.0,rich class,Kurigram ,entrepreneur,entrepreneur,love Marriage,single,441000.0
2015.0,16.0,25.0,rich class,lalmonirhat ,entrepreneur,service holder,forced Marriage,single,414000.0
2014.0,19.0,42.0,higher class,gaibandha ,entrepreneur,entrepreneur,Irrelevant Marriage,single,222600.0
2015.0,18.0,32.0,rich class,Panchagarh ,service holder,entrepreneur,Irrelevant Marriage,single,436500.0
2017.0,20.0,27.0,rich class,Thakurgaon ,service holder,businessman,arrange Marriage,single,409500.0
2013.0,18.0,29.0,rich class,Kurigram ,businessman,entrepreneur,forced Marriage,single,441000.0
2014.0,18.0,36.0,higher class,lalmonirhat ,service holder,entrepreneur,Irrelevant Marriage,single,256200.0
2013.0,19.0,38.0,higher class,Kurigram ,businessman,businessman,Irrelevant Marriage,single,231000.0
2016.0,23.0,27.0,rich class,Nilphamari ,entrepreneur,entrepreneur,arrange Marriage,single,373500.0
2017.0,18.0,31.0,higher class,Nilphamari ,businessman,entrepreneur,Irrelevant Marriage,single,222600.0
2013.0,19.0,26.0,lower class,rangpur ,entrepreneur,service holder,arrange Marriage,single,60000.0
2014.0,22.0,38.0,lower Middle class,Kurigram ,service holder,businessman,Irrelevant Marriage,single,144300.0
2016.0,21.0,25.0,rich class,Thakurgaon ,businessman,entrepreneur,arrange Marriage,single,436500.0
2015.0,22.0,33.0,higher Middle class,gaibandha ,service holder,entrepreneur,arrange Marriage,single,260400.0
2014.0,19.0,39.0,lower Middle class,lalmonirhat ,service holder,entrepreneur,Irrelevant Marriage,single,155400.0
2013.0,21.0,25.0,higher class,Nilphamari ,businessman,entrepreneur,forced Marriage,single,268800.0
2013.0,16.0,29.0,rich class,dinajpur ,service holder,service holder,Irrelevant Marriage,single,391500.0
2015.0,18.0,33.0,Proverty level,Thakurgaon ,businessman,service holder,Irrelevant Marriage,single,42000.0
2015.0,20.0,31.0,higher class,Kurigram ,businessman,businessman,arrange Marriage,single,252000.0
2017.0,21.0,28.0,rich class,lalmonirhat ,entrepreneur,service holder,forced Marriage,single,387000.0
2014.0,18.0,30.0,lower Middle class,rangpur ,businessman,businessman,forced Marriage,single,151700.0
2014.0,18.0,31.0,higher class,dinajpur ,service holder,service holder,Irrelevant Marriage,single,285600.0
2017.0,23.0,28.0,lower class,Kurigram ,service holder,entrepreneur,arrange Marriage,single,67200.0
2017.0,22.0,29.0,rich class,rangpur ,businessman,businessman,forced Marriage,single,409500.0
2017.0,21.0,25.0,higher Middle class,Thakurgaon ,service holder,businessman,arrange Marriage,single,264600.0
2014.0,25.0,34.0,lower class,Nilphamari ,businessman,entrepreneur,forced Marriage,divorced,67200.0
2015.0,22.0,26.0,higher Middle class,Thakurgaon ,businessman,entrepreneur,arrange Marriage,single,264600.0
2013.0,22.0,38.0,higher class,Panchagarh ,entrepreneur,entrepreneur,Irrelevant Marriage,single,264600.0
2017.0,16.0,27.0,higher class,rangpur ,businessman,businessman,arrange Marriage,single,264600.0
2017.0,18.0,26.0,rich class,gaibandha ,businessman,businessman,forced Marriage,single,373500.0
2013.0,18.0,36.0,lower Middle class,dinajpur ,entrepreneur,service holder,Irrelevant Marriage,single,133200.0
2013.0,17.0,26.0,rich class,Thakurgaon ,service holder,businessman,forced Marriage,single,445500.0
2013.0,21.0,39.0,rich class,gaibandha ,entrepreneur,entrepreneur,Irrelevant Marriage,single,396000.0
2013.0,20.0,28.0,rich class,lalmonirhat ,businessman,businessman,arrange Marriage,single,418500.0
2016.0,20.0,32.0,rich class,Nilphamari ,entrepreneur,service holder,arrange Marriage,single,391500.0
2013.0,17.0,28.0,rich class,Panchagarh ,businessman,entrepreneur,forced Marriage,single,436500.0
2017.0,18.0,28.0,rich class,rangpur ,service holder,service holder,forced Marriage,single,400500.0
2015.0,23.0,37.0,lower Middle class,Nilphamari ,service holder,service holder,Irrelevant Marriage,single,162800.0
2014.0,22.0,31.0,higher class,gaibandha ,entrepreneur,entrepreneur,forced Marriage,single,243600.0
2017.0,23.0,26.0,rich class,rangpur ,businessman,entrepreneur,love Marriage,single,441000.0
2016.0,17.0,30.0,higher Middle class,dinajpur ,service holder,service holder,Irrelevant Marriage,single,285600.0
2016.0,17.0,28.0,lower class,lalmonirhat ,service holder,businessman,arrange Marriage,single,72000.0
2017.0,18.0,36.0,higher class,Nilphamari ,service holder,entrepreneur,Irrelevant Marriage,single,214200.0
2017.0,20.0,27.0,higher Middle class,gaibandha ,businessman,entrepreneur,forced Marriage,single,218400.0
2013.0,18.0,35.0,rich class,Kurigram ,service holder,businessman,Irrelevant Marriage,single,405000.0
2017.0,18.0,32.0,rich class,dinajpur ,entrepreneur,service holder,Irrelevant Marriage,single,441000.0
2017.0,20.0,32.0,higher class,lalmonirhat ,service holder,entrepreneur,forced Marriage,single,289800.0
2015.0,24.0,32.0,lower Middle class,rangpur ,businessman,businessman,arrange Marriage,single,133200.0
2016.0,19.0,30.0,higher Middle class,Nilphamari ,entrepreneur,businessman,forced Marriage,single,243600.0
2013.0,18.0,35.0,lower Middle class,Kurigram ,entrepreneur,service holder,Irrelevant Marriage,single,151700.0
2014.0,25.0,42.0,rich class,Kurigram ,businessman,service holder,Irrelevant Marriage,widow,432000.0
2013.0,20.0,29.0,higher class,gaibandha ,businessman,entrepreneur,forced Marriage,single,231000.0
2015.0,22.0,40.0,lower class,rangpur ,entrepreneur,businessman,Irrelevant Marriage,single,62400.0
2016.0,20.0,27.0,rich class,gaibandha ,service holder,service holder,forced Marriage,single,391500.0
2013.0,20.0,35.0,lower Middle class,Kurigram ,service holder,service holder,Irrelevant Marriage,single,144300.0
2017.0,20.0,28.0,lower Middle class,dinajpur ,entrepreneur,businessman,arrange Marriage,single,129500.0
2015.0,18.0,42.0,rich class,Panchagarh ,service holder,businessman,Irrelevant Marriage,single,364500.0
2014.0,18.0,37.0,lower Middle class,Thakurgaon ,service holder,service holder,Irrelevant Marriage,single,162800.0
2014.0,22.0,25.0,lower Middle class,rangpur ,service holder,businessman,love Marriage,single,144300.0
2017.0,21.0,28.0,higher Middle class,rangpur ,entrepreneur,service holder,forced Marriage,single,256200.0
2017.0,19.0,30.0,higher Middle class,Kurigram ,entrepreneur,businessman,arrange Marriage,single,247800.0
2016.0,16.0,30.0,higher Middle class,lalmonirhat ,entrepreneur,service holder,Irrelevant Marriage,single,289800.0
2015.0,19.0,30.0,higher class,Nilphamari ,entrepreneur,entrepreneur,arrange Marriage,single,243600.0
2016.0,19.0,27.0,rich class,Nilphamari ,service holder,businessman,forced Marriage,single,436500.0
2015.0,21.0,33.0,lower class,Kurigram ,entrepreneur,service holder,forced Marriage,single,69600.0
2017.0,23.0,36.0,higher class,Panchagarh ,entrepreneur,businessman,Irrelevant Marriage,single,210000.0
2013.0,22.0,31.0,rich class,Thakurgaon ,businessman,service holder,arrange Marriage,single,387000.0
2015.0,17.0,25.0,higher class,dinajpur ,entrepreneur,entrepreneur,arrange Marriage,single,273000.0
2017.0,23.0,28.0,lower Middle class,Thakurgaon ,businessman,businessman,arrange Marriage,single,159100.0
2017.0,18.0,40.0,Proverty level,Thakurgaon ,businessman,entrepreneur,Irrelevant Marriage,single,46000.0
2013.0,16.0,25.0,higher Middle class,Panchagarh ,service holder,businessman,forced Marriage,single,226800.0
2016.0,18.0,33.0,rich class,lalmonirhat ,service holder,entrepreneur,Irrelevant Marriage,single,418500.0
2016.0,16.0,30.0,rich class,dinajpur ,entrepreneur,businessman,Irrelevant Marriage,single,369000.0
2017.0,21.0,31.0,rich class,Kurigram ,service holder,businessman,arrange Marriage,single,409500.0
2016.0,16.0,25.0,higher class,Kurigram ,entrepreneur,businessman,arrange Marriage,single,239400.0
2013.0,19.0,27.0,higher Middle class,rangpur ,service holder,entrepreneur,forced Marriage,single,289800.0
2015.0,16.0,26.0,lower class,rangpur ,entrepreneur,service holder,arrange Marriage,single,67200.0
2017.0,22.0,41.0,higher Middle class,lalmonirhat ,businessman,entrepreneur,Irrelevant Marriage,single,281400.0
2014.0,21.0,30.0,higher Middle class,gaibandha ,service holder,service holder,forced Marriage,single,260400.0
2016.0,21.0,36.0,rich class,rangpur ,businessman,businessman,Irrelevant Marriage,single,391500.0
2015.0,20.0,30.0,higher Middle class,Nilphamari ,businessman,service holder,forced Marriage,single,214200.0
2013.0,21.0,27.0,higher class,rangpur ,service holder,service holder,arrange Marriage,single,281400.0
2015.0,19.0,41.0,lower Middle class,Nilphamari ,businessman,entrepreneur,Irrelevant Marriage,single,151700.0
2016.0,19.0,27.0,rich class,Nilphamari ,entrepreneur,entrepreneur,forced Marriage,single,409500.0
2016.0,19.0,25.0,rich class,Nilphamari ,entrepreneur,service holder,forced Marriage,single,387000.0
2016.0,21.0,35.0,higher class,Thakurgaon ,entrepreneur,service holder,Irrelevant Marriage,single,218400.0
2017.0,16.0,30.0,higher Middle class,Panchagarh ,service holder,entrepreneur,Irrelevant Marriage,single,247800.0
2013.0,16.0,30.0,lower Middle class,lalmonirhat ,service holder,businessman,Irrelevant Marriage,single,148000.0
2015.0,22.0,41.0,higher class,Thakurgaon ,service holder,businessman,Irrelevant Marriage,single,264600.0
2017.0,17.0,25.0,rich class,rangpur ,entrepreneur,businessman,forced Marriage,single,423000.0
2013.0,20.0,31.0,lower Middle class,lalmonirhat ,entrepreneur,entrepreneur,forced Marriage,single,155400.0
2017.0,17.0,29.0,higher class,Kurigram ,service holder,entrepreneur,arrange Marriage,single,239400.0
2017.0,23.0,33.0,lower Middle class,rangpur ,service holder,service holder,arrange Marriage,single,144300.0
2013.0,19.0,28.0,higher Middle class,dinajpur ,businessman,entrepreneur,forced Marriage,single,273000.0
2016.0,20.0,30.0,rich class,dinajpur ,businessman,service holder,forced Marriage,single,441000.0
2015.0,17.0,28.0,higher class,Panchagarh ,service holder,service holder,forced Marriage,single,264600.0
2013.0,23.0,39.0,higher class,rangpur ,entrepreneur,service holder,Irrelevant Marriage,single,273000.0
2017.0,22.0,27.0,rich class,Nilphamari ,entrepreneur,businessman,forced Marriage,single,391500.0
2013.0,18.0,25.0,lower Middle class,Nilphamari ,service holder,entrepreneur,forced Marriage,single,144300.0
2015.0,22.0,32.0,lower class,dinajpur ,service holder,entrepreneur,arrange Marriage,single,67200.0
2016.0,17.0,25.0,lower Middle class,Kurigram ,service holder,businessman,forced Marriage,single,136900.0
2014.0,18.0,31.0,rich class,Panchagarh ,service holder,businessman,Irrelevant Marriage,single,441000.0
2013.0,19.0,31.0,rich class,Kurigram ,entrepreneur,service holder,arrange Marriage,single,400500.0
2017.0,21.0,26.0,rich class,lalmonirhat ,lower service holder,service holder,arrange Marriage,single,1020000.0
2017.0,17.0,26.0,lower class,Panchagarh ,low service holder,businessman,forced Marriage,single,153900.0
2018.0,23.0,26.0,higher class,Panchagarh ,lower worker,businessman,love Marriage,single,550000.0
2017.0,20.0,26.0,rich class,Nilphamari ,garments worker,businessman,forced Marriage,single,1188000.0
2017.0,22.0,32.0,higher class,dinajpur ,businessman,businessman,arrange Marriage,single,600000.0
2018.0,16.0,28.0,higher class,rangpur ,businessman,farmer,arrange Marriage,single,650000.0
2017.0,21.0,31.0,rich class,dinajpur ,businessman,service holder,forced Marriage,single,1140000.0
2017.0,22.0,29.0,higher class,lalmonirhat ,lower service holder,service holder,forced Marriage,single,630000.0
2018.0,24.0,35.0,higher class,lalmonirhat ,low service holder,businessman,forced Marriage,single,690000.0
2017.0,21.0,41.0,higher class,gaibandha ,businessman,service holder,Irrelevant Marriage,single,500000.0
2017.0,17.0,26.0,lower class,dinajpur ,businessman,businessman,forced Marriage,single,153900.0
2018.0,19.0,40.0,lower Middle class,Nilphamari ,businessman,driver,Irrelevant Marriage,single,328000.0
2017.0,24.0,31.0,higher Middle class,Panchagarh ,businessman,farmer,forced Marriage,single,510000.0
2017.0,22.0,33.0,rich class,gaibandha ,businessman,businessman,forced Marriage,single,1116000.0
2018.0,25.0,33.0,higher class,rangpur ,businessman,farmer,forced Marriage,divorced,660000.0
2017.0,24.0,36.0,Proverty level,gaibandha ,garments worker,driver,forced Marriage,single,115200.0
2018.0,24.0,31.0,higher Middle class,lalmonirhat ,day labour,service holder,forced Marriage,single,550000.0
2017.0,21.0,33.0,rich class,gaibandha ,businessman,service holder,forced Marriage,single,1140000.0
2018.0,21.0,30.0,rich class,gaibandha ,businessman,businessman,forced Marriage,single,1188000.0
2018.0,24.0,31.0,lower Middle class,Thakurgaon ,lower service holder,service holder,arrange Marriage,single,320000.0
2018.0,17.0,32.0,rich class,Nilphamari ,businessman,service holder,Irrelevant Marriage,single,1032000.0
2017.0,24.0,34.0,rich class,gaibandha ,businessman,businessman,forced Marriage,single,1044000.0
2017.0,23.0,40.0,higher class,dinajpur ,businessman,service holder,Irrelevant Marriage,single,580000.0
2018.0,19.0,33.0,higher Middle class,Thakurgaon ,businessman,businessman,Irrelevant Marriage,single,650000.0
2018.0,23.0,30.0,rich class,rangpur ,businessman,service holder,arrange Marriage,single,972000.0
2018.0,21.0,32.0,higher class,Kurigram ,day labour,businessman,arrange Marriage,single,600000.0
2017.0,20.0,34.0,higher class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,600000.0
2017.0,17.0,31.0,rich class,Nilphamari ,businessman,service holder,Irrelevant Marriage,single,1164000.0
2017.0,23.0,36.0,higher Middle class,Nilphamari ,businessman,farmer,Irrelevant Marriage,single,580000.0
2017.0,18.0,29.0,rich class,lalmonirhat ,businessman,businessman,arrange Marriage,single,1044000.0
2017.0,19.0,30.0,rich class,gaibandha ,businessman,businessman,arrange Marriage,single,1092000.0
2018.0,19.0,28.0,rich class,Kurigram ,businessman,service holder,arrange Marriage,single,1104000.0
2018.0,21.0,26.0,rich class,rangpur ,businessman,service holder,forced Marriage,single,1092000.0
2018.0,24.0,35.0,higher class,Thakurgaon ,businessman,businessman,forced Marriage,single,580000.0
2018.0,19.0,26.0,rich class,Kurigram ,businessman,service holder,forced Marriage,single,1092000.0
2018.0,19.0,31.0,higher Middle class,gaibandha ,lower service holder,businessman,forced Marriage,single,560000.0
2017.0,22.0,26.0,higher class,rangpur ,lower service holder,businessman,arrange Marriage,single,670000.0
2018.0,19.0,28.0,rich class,lalmonirhat ,businessman,service holder,forced Marriage,single,1080000.0
2017.0,17.0,26.0,higher Middle class,Panchagarh ,businessman,businessman,arrange Marriage,single,620000.0
2017.0,20.0,34.0,higher class,dinajpur ,businessman,service holder,Irrelevant Marriage,single,670000.0
2017.0,23.0,31.0,higher class,lalmonirhat ,businessman,service holder,forced Marriage,single,550000.0
2018.0,16.0,27.0,rich class,rangpur ,businessman,businessman,forced Marriage,single,972000.0
2018.0,24.0,36.0,rich class,gaibandha ,businessman,businessman,forced Marriage,single,1188000.0
2017.0,16.0,28.0,higher class,Thakurgaon ,businessman,farmer,arrange Marriage,single,530000.0
2018.0,25.0,31.0,higher class,dinajpur ,businessman,farmer,forced Marriage,divorced,500000.0
2018.0,22.0,35.0,higher class,rangpur ,businessman,farmer,Irrelevant Marriage,single,520000.0
2017.0,20.0,32.0,higher Middle class,Kurigram ,businessman,farmer,arrange Marriage,single,540000.0
2017.0,19.0,31.0,higher Middle class,gaibandha ,businessman,farmer,forced Marriage,single,510000.0
2018.0,21.0,33.0,rich class,Panchagarh ,businessman,service holder,arrange Marriage,single,1092000.0
2017.0,20.0,29.0,rich class,Thakurgaon ,day labour,businessman,forced Marriage,single,1020000.0
2017.0,19.0,41.0,rich class,Thakurgaon ,businessman,service holder,Irrelevant Marriage,single,1176000.0
2017.0,22.0,30.0,lower Middle class,dinajpur ,lower worker,driver,arrange Marriage,single,352000.0
2017.0,23.0,29.0,rich class,Kurigram ,businessman,businessman,arrange Marriage,single,972000.0
2018.0,16.0,25.0,lower class,Kurigram ,garments worker,day labour,forced Marriage,single,142500.0
2017.0,18.0,35.0,rich class,Nilphamari ,businessman,service holder,Irrelevant Marriage,single,1188000.0
2017.0,16.0,26.0,higher Middle class,Thakurgaon ,businessman,farmer,arrange Marriage,single,630000.0
2017.0,23.0,35.0,rich class,rangpur ,businessman,businessman,arrange Marriage,single,984000.0
2017.0,16.0,30.0,rich class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,1032000.0
2018.0,20.0,34.0,rich class,dinajpur ,businessman,service holder,Irrelevant Marriage,single,1068000.0
2018.0,18.0,42.0,higher Middle class,lalmonirhat ,lower service holder,farmer,Irrelevant Marriage,single,690000.0
2017.0,22.0,31.0,rich class,gaibandha ,businessman,service holder,forced Marriage,single,1008000.0
2017.0,24.0,35.0,higher class,Nilphamari ,businessman,service holder,forced Marriage,single,530000.0
2017.0,23.0,30.0,higher class,Nilphamari ,businessman,farmer,forced Marriage,single,580000.0
2018.0,21.0,35.0,higher class,dinajpur ,businessman,service holder,Irrelevant Marriage,single,590000.0
2017.0,23.0,34.0,rich class,Panchagarh ,businessman,businessman,arrange Marriage,single,1140000.0
2017.0,21.0,28.0,higher Middle class,Thakurgaon ,businessman,businessman,arrange Marriage,single,610000.0
2018.0,19.0,25.0,Proverty level,gaibandha ,garments worker,garments worker,arrange Marriage,single,96000.0
2018.0,23.0,29.0,lower Middle class,gaibandha ,lower service holder,farmer,arrange Marriage,single,280000.0
2018.0,25.0,37.0,higher Middle class,Kurigram ,businessman,farmer,forced Marriage,divorced,520000.0
2017.0,24.0,33.0,rich class,lalmonirhat ,businessman,service holder,arrange Marriage,single,1080000.0
2018.0,19.0,37.0,lower class,rangpur ,day labour,low service holder,Irrelevant Marriage,single,153900.0
2018.0,16.0,25.0,higher Middle class,Kurigram ,lower service holder,farmer,forced Marriage,single,610000.0
2018.0,18.0,35.0,higher class,gaibandha ,businessman,businessman,Irrelevant Marriage,single,660000.0
2018.0,23.0,27.0,higher class,lalmonirhat ,lower worker,businessman,arrange Marriage,single,610000.0
2017.0,21.0,32.0,rich class,dinajpur ,businessman,businessman,arrange Marriage,single,1092000.0
2018.0,19.0,28.0,higher class,Nilphamari ,garments worker,businessman,arrange Marriage,single,590000.0
2018.0,21.0,32.0,higher Middle class,rangpur ,day labour,businessman,forced Marriage,single,620000.0
2018.0,23.0,42.0,lower class,Kurigram ,lower worker,farmer,Irrelevant Marriage,single,165300.0
2017.0,21.0,42.0,lower Middle class,rangpur ,garments worker,driver,Irrelevant Marriage,single,312000.0
2018.0,16.0,31.0,rich class,Nilphamari ,businessman,service holder,Irrelevant Marriage,single,1068000.0
2017.0,19.0,34.0,higher Middle class,rangpur ,lower worker,businessman,Irrelevant Marriage,single,580000.0
2017.0,21.0,27.0,lower Middle class,Thakurgaon ,garments worker,farmer,arrange Marriage,single,280000.0
2017.0,25.0,35.0,rich class,gaibandha ,businessman,businessman,forced Marriage,divorced,984000.0
2018.0,23.0,30.0,lower class,dinajpur ,businessman,driver,forced Marriage,single,171000.0
2017.0,25.0,40.0,rich class,rangpur ,businessman,service holder,Irrelevant Marriage,widow,1176000.0
2017.0,22.0,30.0,rich class,Panchagarh ,businessman,service holder,arrange Marriage,single,1116000.0
2017.0,23.0,35.0,lower Middle class,dinajpur ,garments worker,farmer,arrange Marriage,single,328000.0
2017.0,24.0,39.0,rich class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,1008000.0
2017.0,17.0,27.0,rich class,lalmonirhat ,garments worker,service holder,forced Marriage,single,1032000.0
2018.0,21.0,30.0,rich class,Kurigram ,businessman,service holder,forced Marriage,single,1152000.0
2017.0,21.0,27.0,higher Middle class,lalmonirhat ,lower worker,farmer,forced Marriage,single,590000.0
2017.0,19.0,32.0,rich class,gaibandha ,businessman,service holder,Irrelevant Marriage,single,1176000.0
